"Platform Registration ID","Account: Account ID","Login Number","Server Name","Account Type","Client Group Name","Status","Currency","Leverage","Swap Free"
"a0A9N00000EZcpG","0019N0000063vFL","39017648","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFreeB","Enabled","USD","100","Ya"
"a0A9N00000EZcpJ","0019N0000063vA2","39078869","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZcs2","0019N0000063vFL","39085795","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFreeB","Enabled","USD","100","Ya"
"a0A9N00000EZcu8","0019N0000063vEw","39184723","PTGlobalKapitalInv-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFree-SO40","Enabled","USD","400","Ya"
"a0A9N00000EZcvD","0019N0000063v6I","39149063","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZcvx","0019N0000063v6I","39131340","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZcy0","0019N0000063vFL","39017953","PTGlobalKapitalInv-MT5-Live","Professional","real\GKB\Professional-SwapFreeB","Enabled","USD","1:200","Ya"
"a0A9N00000EZczM","0019N0000063vPj","38751308","PTGlobalKapitalInv-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZdEE","0019N0000064SMi","39184580","PTGlobalKapitalInv-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZdJ2","0019N0000063vUh","39184044","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree-NME","Enabled","USD","1:400","Ya"
"a0A9N00000EZdOl","0019N0000064V3H","39130629","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Professional-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZdPz","0019N0000064S7O","39183923","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreeB","Enabled","USD","1:400","Ya"
"a0A9N00000EZdSV","0019N0000063vO4","38783658","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZdSf","0019N0000063vUL","39131719","PTGlobalKapitalInv-MT5-Live","Professional","real\IB\Professional-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZdWP","0019N0000063vet","39196068","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreePTK","Enabled","USD","400","Ya"
"a0A9N00000EZdcO","0019N0000063vnD","39183878","PTGlobalKapitalInv-MT5-Live","Premium Zero","real\GKB\Premium-Zero-Variable-SwapFree","Enabled","USD","100","Ya"
"a0A9N00000EZdcu","0019N0000063vf0","39132092","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZddb","0019N0000063vbX","39085804","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZdfh","0019N0000063vbX","39114411","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZdfx","0019N0000063vZI","39196998","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZdgg","0019N0000063vfO","38870026","PTGlobalKapitalInv-MT5-Live","Classic-Fixed-Digital","real\GKB\Classic-Fixed-SO40","Enabled","USD","400","Tidak"
"a0A9N00000EZdhl","0019N0000064SLI","39183646","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree-SO100","Enabled","USD","1000","Ya"
"a0A9N00000EZdhz","0019N0000064V8p","39131415","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO40","Enabled","USD","400","Ya"
"a0A9N00000EZdoz","0019N0000063vK3","39182478","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreeB","Enabled","USD","400","Ya"
"a0A9N00000EZdq6","0019N0000063vjX","39072652","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZdr3","0019N0000064SQf","39132338","PTGlobalKapitalInv-MT5-Live","Classic Gold","real\IB\Classic-Fixed-GoldPromo-SwapFree-JKT-SO20","Enabled","USD","200","Ya"
"a0A9N00000EZdry","0019N0000063xKr","39181047","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZdxB","0019N0000063w8a","39147053","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreePTK","Enabled","USD","1:400","Ya"
"a0A9N00000EZdyR","0019N0000063vtQ","38919233","PTGlobalKapitalInv-MT5-Live","Classic-Fixed-Digital","real\GKB\Classic-Fixed-SwapFree-Digital","Enabled","USD","400","Ya"
"a0A9N00000EZe0D","0019N0000063vyv","39183121","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","1:400","Ya"
"a0A9N00000EZe0Z","0019N0000063w3Z","38939772","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZe5L","0019N0000063w8a","39072742","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreePTK","Enabled","USD","1:400","Ya"
"a0A9N00000EZe69","0019N0000063w0E","39072924","PTGlobalKapitalInv-MT5-Live","Professional","real\IB\Professional-SwapFreePTK","Enabled","USD","400","Ya"
"a0A9N00000EZe7i","0019N0000063vZI","39183419","PTGlobalKapitalInv-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFreeJKT2","Enabled","USD","400","Ya"
"a0A9N00000EZeCT","0019N0000063vbh","38818749","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreeSBY","Enabled","USD","1:400","Ya"
"a0A9N00000EZeCe","0019N0000064SQB","39187789","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZeDW","0019N0000063w8a","39103478","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreePTK","Enabled","USD","1:400","Ya"
"a0A9N00000EZeDg","0019N0000063w8a","39157154","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreePTK","Enabled","USD","1:400","Ya"
"a0A9N00000EZeDk","0019N0000063vn9","39100303","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SO100","Enabled","USD","1000","Tidak"
"a0A9N00000EZeDl","0019N0000063w8a","39199066","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreePTK","Enabled","USD","400","Ya"
"a0A9N00000EZeEp","0019N0000063vi3","39191559","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZeOt","0019N0000063vz1","39182735","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZeU5","0019N0000063vth","39184603","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZeUR","0019N0000063wRG","39017347","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFreeB","Enabled","USD","100","Ya"
"a0A9N00000EZeXA","0019N0000064U0H","38820586","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-FixedSBY","Enabled","USD","400","Tidak"
"a0A9N00000EZeZV","0019N0000063wNo","39080715","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZecM","0019N0000063wKb","38868254","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreePTK","Enabled","USD","1:400","Ya"
"a0A9N00000EZedC","0019N0000064SWJ","39073765","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree-SO100","Enabled","USD","1000","Ya"
"a0A9N00000EZefP","0019N0000064SWT","39181427","PTGlobalKapitalInv-MT5-Live","Classic-Fixed-Digital","real\GKB\Classic-Fixed-SwapFree-Digital","Enabled","USD","400","Ya"
"a0A9N00000EZegM","0019N0000063wFp","39181848","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFreeB","Enabled","USD","400","Ya"
"a0A9N00000EZei7","0019N0000064Rc0","39073939","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree-SO100","Enabled","USD","1000","Ya"
"a0A9N00000EZeit","0019N0000063wOC","39135399","PTGlobalKapitalInv-MT5-Live","Professional","real\IB\Professional-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZep8","0019N0000063wMj","39181772","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZeyT","0019N0000064WG8","38782168","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZf0l","0019N0000063wZP","38818089","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZf50","0019N0000063wZP","39117123","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Disabled","USD","400","Ya"
"a0A9N00000EZf8u","0019N0000063wM4","39182691","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZfPu","0019N0000064V83","39129467","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFreeMDN","Enabled","USD","400","Ya"
"a0A9N00000EZfQW","0019N0000064SH9","39180890","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","1:400","Ya"
"a0A9N00000EZfQg","0019N0000064SH9","39195731","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed","Enabled","USD","400","Tidak"
"a0A9N00000EZfSw","0019N0000064TGO","38744206","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZfTj","0019N0000063wzS","38818124","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreeSBY","Enabled","USD","1:400","Ya"
"a0A9N00000EZfU6","0019N0000063wxC","39025613","PTGlobalKapitalInv-MT5-Live","Premium Zero","real\GKB\Premium-Zero-Variable-SwapFree-SO40","Enabled","USD","400","Ya"
"a0A9N00000EZfVO","0019N0000063wc5","39180801","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZfZo","0019N0000063wQf","39183840","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO40","Enabled","USD","400","Ya"
"a0A9N00000EZfdU","0019N0000063x3V","38778531","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZfds","0019N0000063wcX","39194358","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SO100","Enabled","USD","1000","Tidak"
"a0A9N00000EZfgR","0019N0000063wuC","39180425","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree","Enabled","USD","1:400","Ya"
"a0A9N00000EZfgp","0019N0000063wxC","39051940","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZfhT","0019N0000064SBl","39180614","PTGlobalKapitalInv-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFreeMDN","Enabled","USD","400","Ya"
"a0A9N00000EZfhb","0019N0000063x5T","39129536","PTGlobalKapitalInv-MT5-Live","Professional","real\GKB\Professional-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZfj3","0019N0000063wcX","39180723","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed","Enabled","USD","1:400","Tidak"
"a0A9N00000EZfjy","0019N0000063wzS","38822827","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreeSBY","Enabled","USD","1:400","Ya"
"a0A9N00000EZfnO","0019N0000063x4H","38925641","PTGlobalKapitalInv-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFreeJKT2","Enabled","USD","400","Ya"
"a0A9N00000EZfqB","0019N0000063wuC","39195595","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZfrj","0019N0000063x1T","39072445","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZfsp","0019N0000063wrc","39180607","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZfvS","0019N0000064TDu","38815124","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed","Enabled","USD","1:400","Tidak"
"a0A9N00000EZfxu","0019N0000064V6T","39015839","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreeMDN","Enabled","USD","1:400","Ya"
"a0A9N00000EZg3A","0019N0000063x6m","39016432","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZg3U","0019N0000063x3C","39093853","PTGlobalKapitalInv-MT5-Live","Professional","real\GKB\Professional-SwapFree","Enabled","USD","1:400","Ya"
"a0A9N00000EZg3f","0019N0000063x6O","38819328","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-FixedPTK","Enabled","USD","1:400","Tidak"
"a0A9N00000EZg3z","0019N0000063wus","38759837","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZg5o","0019N0000063x84","39180102","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZg7f","0019N0000063x3D","38816917","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZgB4","0019N0000063x4I","39197612","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","1:400","Ya"
"a0A9N00000EZgLM","0019N0000064SlJ","39178073","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZgSa","0019N0000063ufo","39179853","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFreeB","Enabled","USD","1:400","Ya"
"a0A9N00000EZgX3","0019N0000063xE8","38973436","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreeMDN","Enabled","USD","1:400","Ya"
"a0A9N00000EZgXs","0019N0000063xGo","39100672","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed","Enabled","USD","400","Tidak"
"a0A9N00000EZgY9","0019N0000063xLT","38803405","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZgZT","0019N0000063xQS","39070110","PTGlobalKapitalInv-MT5-Live","Professional","real\IB\Professional-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZgiE","0019N0000063xO6","39180034","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZgkI","0019N0000063xO6","39179279","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZgrr","0019N0000064SYp","39178782","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZgtL","0019N0000064VL4","39124826","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreeB","Enabled","USD","1:400","Ya"
"a0A9N00000EZgvt","0019N0000063xes","39178603","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-FixedMDN","Enabled","USD","1:400","Tidak"
"a0A9N00000EZgxt","0019N0000063xes","39192221","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreeMDN-SO40","Enabled","USD","400","Ya"
"a0A9N00000EZgzu","0019N0000064Sg8","39181616","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreeMDN","Enabled","USD","1:400","Ya"
"a0A9N00000EZh2S","0019N0000064SPf","39120430","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed","Enabled","USD","400","Tidak"
"a0A9N00000EZh35","0019N0000063xda","39179648","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreeMDN","Enabled","USD","1:400","Ya"
"a0A9N00000EZh3f","0019N0000063xba","38903356","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZh6C","0019N0000063xjK","38876354","PTGlobalKapitalInv-MT5-Live","Classic","real\GKB\Classic-Fixed-SwapFreeJKT2","Enabled","USD","400","Ya"
"a0A9N00000EZh6U","0019N0000064SEv","38972728","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZhLZ","0019N0000063xqA","39128075","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZhQ8","0019N0000063xgi","39009018","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZhSe","0019N0000063xt4","38925651","PTGlobalKapitalInv-MT5-Live","Classic-Fixed-Digital","real\GKB\Classic-Fixed-SwapFree-Digital","Enabled","USD","400","Ya"
"a0A9N00000EZhec","0019N0000064W53","38788530","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZhf0","0019N0000063xyU","39129008","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreeB","Enabled","USD","1:400","Ya"
"a0A9N00000EZhkm","0019N0000063y6Z","38820431","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree","Disabled","USD","400","Ya"
"a0A9N00000EZhlp","0019N0000063xxR","38815548","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZhlx","0019N0000063xTV","39015448","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree-SO100","Enabled","USD","1000","Ya"
"a0A9N00000EZhlz","0019N0000064SQZ","39066268","PTGlobalKapitalInv-MT5-Live","Classic-Fixed-Digital","real\GKB\Classic-Fixed-SwapFree-Digital","Enabled","USD","400","Ya"
"a0A9N00000EZhmQ","0019N0000063y6c","38980523","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed","Enabled","USD","1:400","Tidak"
"a0A9N00000EZhmv","0019N0000063y4j","38744251","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO100","Enabled","USD","1000","Ya"
"a0A9N00000EZhnx","0019N0000063y7k","39177797","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZhqu","0019N0000063y4j","39147083","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO100","Enabled","USD","1000","Ya"
"a0A9N00000EZht3","0019N0000064RQd","39081168","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZhtz","0019N0000063y0Q","38864530","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZhuf","0019N0000063y6Z","38746505","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZhvs","0019N0000063y6Z","38841391","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZhyz","0019N0000063yBI","38743458","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZhz4","0019N0000063yBI","39013053","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZi0K","0019N0000063y4j","39191475","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO40","Enabled","USD","400","Ya"
"a0A9N00000EZi1O","0019N0000063yfD","38740861","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","200","Ya"
"a0A9N00000EZi2S","0019N0000063yD4","39177528","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZi3H","0019N0000063xis","39186620","PTGlobalKapitalInv-MT5-Live","Professional","real\GKB\Professional-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZi9A","0019N0000063yEr","39036636","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFreeMDN","Enabled","USD","1:400","Ya"
"a0A9N00000EZiAl","0019N0000063yEr","38939323","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFreeMDN","Enabled","USD","400","Ya"
"a0A9N00000EZiD9","0019N0000063yKF","39158810","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZiDp","0019N0000063yG5","38871669","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZiEb","0019N0000064VCg","39023749","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","100","Ya"
"a0A9N00000EZiFG","0019N0000063yKS","39176698","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZiN7","0019N0000064Ski","39064948","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZiN8","0019N0000064Ski","39088004","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZiTZ","0019N0000063xxt","39123647","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO40","Enabled","USD","400","Ya"
"a0A9N00000EZiYb","0019N0000064VNf","39123289","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZilA","0019N0000064Slf","39064038","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreeB","Enabled","USD","400","Ya"
"a0A9N00000EZilK","0019N0000063yFg","39186499","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZiu2","0019N0000063yFg","39090073","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZiug","0019N0000063ynf","38971835","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO40","Enabled","USD","400","Ya"
"a0A9N00000EZiws","0019N000006439f","39198518","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZixC","0019N0000063ynG","39175959","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZj4v","0019N0000064SHq","38970357","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-FixedMDN","Enabled","USD","1:400","Tidak"
"a0A9N00000EZj5D","0019N0000063yga","38928055","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed","Enabled","USD","400","Tidak"
"a0A9N00000EZj6M","0019N0000063ymX","39128577","PTGlobalKapitalInv-MT5-Live","Professional","real\IB\Professional-SwapFreePTK","Enabled","USD","1:400","Ya"
"a0A9N00000EZj6S","0019N0000063ypH","38980023","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFree","Enabled","USD","400","Ya"
"a0A9N00000EZj7E","0019N0000063ymX","39127539","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreePTK","Enabled","USD","1:400","Ya"
"a0A9N00000EZj9I","0019N0000063yFI","38877141","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\GKB\Classic-Fixed-GoldPromo-SwapFree-JKT","Enabled","USD","100","Ya"
"a0A9N00000EZjCJ","0019N0000063ypH","39100884","PTGlobalKapitalInv-MT5-Live","Classic","real\IB\Classic-Fixed-SwapFree-SO40","Enabled","USD","400","Ya"
"a0A9N00000EZjDx","0019N0000063ysg","38813474","PTGlobalKapitalInv-MT5-Live","Classic-Fixed","real\IB\Classic-Fixed-SwapFreeB","Enabled","USD","400","Ya"
